source_no,category,name_ko,romanization,desc_ko,name_en,desc_en,name_ja,desc_ja,name_zh_simp,desc_zh_simp,name_zh_trad,desc_zh_trad
717,김치 [Kimchi],배추겉절이,Baechugeotjeori,"연한 배추를 칼로 쭉쭉 갈라 소금에 절인 후 쪽파, 멸치젓, 고춧가루 양념을 넣어 버무리고 참기름을 약간 넣은 것이다. 묵은 김치가 떨어지거나 신김치에 싫증날 때 해먹는 즉석 김치로 신선하고 개운하다.",Fresh Cabbage Kimchi,"Tender cabbage leaves shredded, salted, and mixed with bulb onion, salted anchovy juice, and red chili powder, with sesame oil added later. Fresh kimchi is one of the quickest and easiest types of kimchi to make, making it great when one becomes bored with or runs out of aged kimchi.",浅漬け白菜,縦切りにした白菜を塩漬けした後、わけぎ、カタクチイワシの塩辛、粉唐辛子の薬味と和えたものにごま油を少し入れたもの。熟成キムチが切れたり、漬けて日の浅いキムチに飽きた際に食べる即席キムチで、味も新鮮でさっぱりとしている。,鲜辛奇,嫩白菜用刀切成大片后用盐腌渍，再加入小葱、鳀鱼酱、辣椒粉等调料搅拌，最后加入些许香油即可。过冬辛奇吃完了，或者吃腻了酸辛奇时，可制作现拌现吃的鲜辛奇，味道鲜辣爽口，十分美味。,鮮辛奇,用刀把嫩白菜切開，用鹽醃製一下，然後加入香蔥、鯷魚醬、辣椒粉等材料進行攪拌，再稍微加一點香油。當陳辛奇吃完，或厭倦了酸味辛奇時，這種即食的辛奇由於其新鮮的口味，可以勾起人的食欲。
718,김치 [Kimchi],배추김치,Baechukimchi,"배추를 소금에 절인 다음 잎 사이사이에 무채, 고춧가루, 다진 마늘, 젓갈 등을 버무린 소를 넣어 담근 김치다. 밥과 함께 한국인의 밥상에 반드시 오르는 반찬이다.",Kimchi(Baechukimchi),"Salted Korean cabbage stuffed with a mixture of julienned white radish, red chili powder, minced garlic, and salted fish. Along with rice, kimchi is a required dish with every Korean meal.",白菜キムチ,塩漬けにした白菜の間に細切りにした大根や粉唐辛子、にんにくのみじん切り、塩辛などを混ぜ合わせた薬味をまぶして漬けたキムチ。韓国の食卓に欠かせない一品。,辛奇,在盐渍过的白菜叶片之间拌入用萝卜丝、辣椒粉、蒜蓉、鱼虾酱等制成的调味酱料而成。辛奇和米饭是韩国人餐桌上的必备食物。,辛奇,在醃漬過的白菜葉片之間拌入用蘿蔔絲、辣椒粉、蒜蓉、魚蝦醬等製成的調味醬料而成。
719,김치 [Kimchi],백김치,Baekkimchi,"배추를 소금에 절인 다음 잎 사이사이에 무채, 배, 미나리, 밤 등을 버무린 소를 넣고 국물이 자작하게 담근 김치다. 고춧가루를 넣지 않아 맵지 않고 청량한 맛이다.",White Kimchi,"Salted Korean cabbage stuffed with a mixture of white radish, Asian pear, Korean parsley, chestnuts, and salted fish. Extra water is poured onto the kimchi. The absence of red chili powder gives this kimchi a mild and refreshing taste.",白キムチ,漬けにした白菜の間に大根や梨、せり、栗、塩辛などを混ぜ合わせた薬味をまぶして漬けた、汁気たっぷりのキムチ。粉唐辛子が入らないため、辛味がなくあっさりした味わい。,白辛奇,在盐渍过的白菜叶片之间拌入用萝卜、梨、水芹、板栗、鱼虾酱等调成的调味料泡制而成。因为没有加辣椒粉，因此口感不辣 而清爽。,白辛奇,在鹽漬過的白菜葉片之間拌入用蘿蔔、梨、水芹、板栗、魚蝦醬等調成的調味料泡製而成。白辛奇因為沒有加辣椒粉，口感不辣而清爽。
720,김치 [Kimchi],보쌈김치,Bossamkimchi,"무와 배추를 절여 썬 다음 여러 가지 소를 넣고 배춧잎으로 감싸 담근 김치다. 보쌈 안에 낙지, 전복, 굴, 밤 등이 들어 있어 골라 먹는 재미가 있으며 맛이 담백하고 시원하다.",Wrapped Kimchi,"Korean cabbage, white radish, and assorted ingredients wrapped in a large cabbage leaf. Ingredients such as baby octopus, abalone, oyster, and chestnuts are added for variety and flavor.",ポサムキムチ,浅漬けにした大根と白菜を切って薬味をまぶし、白菜の葉で包んで漬けたキムチ。食べるときは、テナガダコや、アワビ、牡蠣、栗などの具を一緒に楽しむ。,包卷辛奇,把盐渍的萝卜和白菜切成段，用白菜叶把各种馅料包裹起来泡制的辛奇。包菜的馅料里有章鱼、鲍鱼、牡蛎、板栗等，可根据个人口味挑选着吃，而且味道十分清淡爽口。,包卷辛奇,包卷辛奇是把醃漬的蘿蔔、辛奇切成片，用調味料攪拌，再加入章魚、鮑魚、板栗等後用白菜葉包著吃的特色辛奇。
721,김치 [Kimchi],봄동겉절이,Bomdonggeotjeori,"봄동을 소금에 살짝 절이거나, 그대로 간장, 고춧가루, 참기름 등의 양념에 무쳐먹는 즉석김치이다. 겉절이는 풋풋한 맛이 있으며 김치 중 유일하게 참기름이 들어간다.",Fresh Winter Cabbage Kimchi,"Fresh or lightly salted winter cabbage leaves mixed with soy sauce, red chili powder, and sesame oil. Characterized by its refreshing taste, fresh kimchi is the only kimchi seasoned with sesame oil.",浅漬け春白菜,春白菜を軽く塩漬けにしたり、そのままカンジャン、粉唐辛子、ごま油などのたれで和えた即席キムチ。浅漬けはシャキッとした食感があり、キムチの中で唯一ごま油を使用する。,鲜辣春白菜,春白菜用盐腌制一会儿，也可直接使用，加入酱油、辣椒粉、香油等调料一起搅拌，是一种鲜辛奇。鲜辣春白菜味道新鲜爽口，是唯一加香油搅拌的辛奇。,鮮辣春白菜,春白菜用鹽稍微醃製一下，或者洗淨後直接放入醬油、辣椒粉、香油等拌勻即可享用。春白菜即食辛奇帶著新鮮的白菜味，是在所有的辛奇裡面唯一放香油的辛奇。
722,김치 [Kimchi],부추김치,Buchukimchi,"부추가 흔한 여름철에 주로 담그는데, 멸치젓국과 고춧가루를 넣어 담근다. 겉절이같이 무쳐서 곧바로 먹을 수 있는 경상도의 별미 김치다.",Chive Kimchi,"Chive kimchi is eaten mostly in summer, when chives are harvested, and made by mixing chives with salted anchovy juice and red chili powder. This delicacy of Gyeongsang Province is one of the quickest types of kimchi to make.",ニラキムチ,ニラがよくとれる夏に主に漬ける。カタクチイワシの塩辛の汁と粉唐辛子を加えて漬ける。浅漬けのように軽く和えてすぐに食べられる慶尚道のキムチ。,韭菜辛奇,韭菜辛奇主要在盛产韭菜的夏天腌制，用鳀鱼酱和辣椒粉作为调料，也是像鲜辛奇一样，可以现做现吃，是庆尚道地区的风味辛奇。,韭菜辛奇,韭菜辛奇一般在夏季醃制的比較多，醃製時需要加入鯷魚醬汁與辣椒粉。它跟鮮辛奇一樣，涼拌之後可以立即食用，是慶尚道的一道美食。
723,김치 [Kimchi],섞박지,Seokbakji ,"섞박지는 무와 배추를 섞어 만든 김치라고 해서 붙여진 이름이다. 궁중에서 먹던 김치 중 하나로, 무, 배추, 오이, 갓 등을 젓국으로 버무려 담는 김치이다. ",Radish and Cabbage Kimchi,"Kimchi made with radish and cabbage leaves. One of the types of kimchi that were served at the royal court, seokbakji is made by mixing radish, cabbage leaves, cucumber, and leaf mustard with red chili powder and salted seafood juice.",白菜と大根のキムチ,大根と白菜を混ぜて作るキムチ。宮廷で食べられたキムチのひとつで、大根、白菜、キュウリ、カラシナなどを塩辛の汁で和えて漬けたキムチ。,白菜萝卜辛奇,顾名思义，是用萝卜和白菜一起腌制的辛奇。作为宫廷辛奇之一，以萝卜、白菜、黄瓜、芥菜等为材料，加入鱼虾酱汁搅拌后发酵而成。,白菜蘿蔔辛奇,顧名思義，白菜蘿蔔辛奇是指將白菜與蘿卜混在一起製作而成的辛奇，它是宮廷辛奇之一，製作時在蘿蔔、白菜、黃瓜、芥菜裡拌入魚蝦醬汁，發酵即可。
724,김치 [Kimchi],열무김치,Yeolmukimchi,"열무는 무 크기가 작으면서 가늘지만 대는 굵고 푸른 잎이 많다. 젓갈을 넣어 국물 없이 담그거나 풀국을 넣어 국물김치로 담근다. 열무김치비빔밥, 열무김치냉면으로 먹어도 좋다.",Young Summer Radish Kimchi,"Young summer radish is characterized by its short root and thick, abundant green leaves. Yeolmukimchi (young summer radish kimchi) is made without liquid by adding salted shrimp or with liquid by adding rice paste. It is often eaten in the summer with cold noodles or rice mixed with gochujang.",大根若菜キムチ,ヨルム(若大根)は小さくて細いが、茎は太く、青い葉が多い。塩辛を入れて汁のないキムチにするか、またはプルグク(もち粉を水で溶き糊状にしたもの)を入れて汁の多いキムチにする。大根若菜キムチ・ビビンバや大根若菜キムチ冷麺などにしてもおいしい。,萝卜缨辛奇,萝卜缨的根部小且细，但茎部却很粗，绿叶也多，可以放适量的鱼虾酱做成没有水儿的辛奇，也可以放一些糯米浆糊做成带水儿的辛奇。用萝卜缨辛奇可做拌饭和拌面，也是味道极佳。,蘿蔔纓辛奇,醃漬根部小且帶有綠葉的小蘿蔔，放入蔥、大蒜、辣椒粉、魚蝦醬後攪拌而成。
725,김치 [Kimchi],열무얼갈이김치,Yeolmueolgarikimchi,"열무와 얼갈이배추를 소금에 절여 찹쌀 풀과 섞어 곱게 간 양념과 홍고추, 풋고추와 버무려 담근 김치이다. 김장김치가 끝나갈 무렵 풋풋한 열무와 고소한 얼갈이배추로 담가 입맛을 산뜻하게 만들어 주는 김치이다. ",Young Summer Radish and Winter Cabbage Kimchi,"Young radish and winter-grown cabbage salted and seasoned with a mixture of glutinous rice paste, red chili powder, and chopped green onion, garlic, and red and green pepper. This type of kimchi is often eaten when one runs out of aged kimchi.",大根若菜と山東菜キムチ,大根若菜と山東菜を塩漬けし、もち米のりと混ぜて、すりおろした薬味、赤唐辛子、青唐辛子と和えて漬けたキムチ。漬け置きしたキムチが終わる頃に、初物の大根若菜と香ばしい山東菜で漬けたさっぱりとしたキムチ。,萝卜缨冬白菜辛奇,萝卜缨和冬白菜用盐腌制后，倒入糯米浆糊和磨成泥状的调味酱，再加入红辣椒、青辣椒一起搅拌后发酵而成。在过冬辛奇快吃完的时候，吃一口用细嫩的萝卜缨和冬白菜腌制的辛奇，味道鲜爽清脆，十分鲜美。,蘿蔔纓冬白菜辛奇,首先將小蘿蔔與冬白菜加鹽醃製一下，然後與糯米粉糊攪拌均勻，再將各種佐料與紅辣椒、青辣椒等攪拌一起發酵即可。在越冬辛奇即將吃完的時候，用新鮮的小蘿蔔與美味的冬白菜醃製而成的辛奇，令人口味清爽。
726,김치 [Kimchi],오이소박이,Oisobagi,"연한 오이를 토막 내 칼집을 넣어 소금에 절인 다음 부추, 마늘, 고춧가루 등을 버무린 소를 채워 익힌 여름철 별미 김치다. 아삭하고 시원한 맛이 일품인 여름철 별미김치다.",Cucumber Kimchi,"Cucumbers cut lengthwise, slit open, and stuffed with a mixture of chives, garlic, and red chili powder. Makes a crunchy and refreshingsummer kimchi.",キュウリキムチ,身の柔らかい熟れていないキュウリをぶつ切りにし、十字に切り込みを入れて塩漬けにしたものに、にらやにんにく、粉唐辛子などを混ぜた薬味を挟んで漬けたキムチ。シャキシャキした食感とあっさり風味が特徴の夏の定番。,黄瓜辛奇,将嫩黄瓜切成段切上刀口，用盐腌渍后填入用韭菜、蒜头、辣椒粉等制成的调味料进行泡制。黄瓜辛奇口感鲜爽，是夏季美食。,黃瓜辛奇,將黃瓜切成段切上刀口，用食鹽醃漬後填入用韭菜、大蒜、辣椒粉等攪拌的調味料製成。
727,김치 [Kimchi],총각김치,Chonggakkimchi,어린무와 잎이 같이 붙은 채로 담구는 김치다. 총각무를 무청 째 다듬어 씻은 뒤 큰 것은 적당히 쪼개어 소금에 절였다가 고춧가루와 갖은 양념에 버무려 담근 김치다.,Whole Radish Kimchi ,"Whole or half-split young white radishes, with the leaves on, salted and mixed with red chili powder and seasonings.",ミニ大根キムチ, ミニ大根を葉ごときれいに洗って塩漬けにし、粉唐辛子などの薬味をまぶして漬けたキムチ。,小萝卜辛奇,将嫩萝卜带缨洗净，个头比较大的适当切开，用盐腌渍，然后用辣椒粉和各种调味酱拌匀泡制。,嫩萝卜辛奇,將嫩蘿蔔用食鹽醃漬後，加入辣椒粉和各種調味料調勻泡製。嫩蘿蔔又稱鮮嫩蘿蔔，指帶纓的小蘿蔔。
728,김치 [Kimchi],파김치,Pakimchi,중간 크기의 쪽파나 가는 실파를 잘 다듬어 멸치젓갈과 고춧가루를 넉넉히 넣고 담근 김치다. 파의 맵고 진한 맛이 남아 있어 오래 묵혀야 특유의 깊은 맛을 낸다.,Green Onion Kimchi,"This dish features kimchi with medium-sized chives and scallions mixed with red pepper and salted and fermented anchovies. In order to eliminate the strong, pungent taste that is unique to green onion, Pakimchi needs to be fermented for quite a long time.",ねぎキムチ,万能ねぎやわけぎと、カタクチイワシの塩辛と粉唐辛子をたっぷり使って漬けたキムチ。ねぎの辛味と濃い味が残っており、長時間漬け込むことで特有の深い味わいが出る。,葱辛奇,将中等大小的小葱或细葱择好洗净，加入足量的鳀鱼酱和辣椒粉腌制的辛奇。葱辛奇要发酵较长的时间才能去除葱特有的辛辣，味道才会更加鲜美爽口。,蔥辛奇,把中等大小的小蔥或香蔥清理好後，放入足量鯷魚醬和辣椒粉進行醃製。因為蔥的獨特香氣和辣味很難消除，所以蔥辛奇要多醃製一段時間才能吃出好滋味。
729,김치 [Kimchi],포기김치,Pogikimchi,"포기김치는 배추를 통째로 담그는 김치를 말하는데, 대표적인 예로는 김장김치가 있다. ",Kimchi(Pogikimchi),"Kimchi is made with whole heads of cabbage, like gimjang kimchi.",白菜キムチ,白菜キムチは白菜を丸ごと漬けたキムチのこと。代表的なものにキムジャンキムチ がある。,整棵辛奇,用整棵白菜腌制而成的辛奇，最典型的有过冬辛奇。,整棵辛奇,整棵辛奇的特點是在醃製時將白菜整棵地進行醃製，而不是切開醃製。其代表性的例子便是越冬辛奇。
